sentence,label
"with great sound effects, and impressive special effects, i can't recommend this movie enough.  	1
call me a nut, but i think this is one of the best movies ever.  	1
great character actors telly savalas and peter boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of good lord, what were they thinking?  	0
lots of holes in the script.  	0
it's like a bad two hour tv movie.  	0
now imagine that every single one of those decisions was made wrong.  	0
the dialogue is atrocious.  	0
the acting is beyond abysmal.  	0
everything stinks.  	0
trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
it's dumb and pointless, and a complete waste of time.  	0
in short, don't bother with this movie.  	0
i won't spoil it, but the ending in pretty amazing.  	1
the best scene in the movie is at the end, but i won't spoil it.  	1
if there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
the result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
a film not easily forgotten.  	1
but, kevin spacey is an excellent, verbal tsunami as buddy ackerman  and totally believable because he is a great actor.  	1
the scripting of the subtle comedy is unmatched by any movie in recent years.  	1
the characters are interesting, even if a bit predictable.  	1
highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
great movie!  	1
also the story and acting were weak.  	0
at around 4 pm i bought it, at around 8pm i started to watch, at around 8.15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
either way, it sucks.  	0
the script is horrendously stupid.  	0
the story starts too fast with absolutely no suspense or build-up in the slightest.  	0
everything captain howdy says is either laughable or just plain stupid.  	0
what the hell kind of crap is that?!  	0
then, there's the plot holes.  	0
you could drive a semi truck into these holes!  	0
linda cardellini is the only thing good in this film.  	1
she's poised and amazing.  	1
dee snider just plain sucks.  	0
he can't act (one of the least scary villains i have ever seen), he can't write (did he write this damn movie in his sleep?  	0
i was bored throughout the whole damn thing.  	0
the acting sucks, the music sucks, the script sucks, the pacing sucks, the special fx suck, the directing sucks... basically, this movie sucks.  	0
this film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life.  	0
a piece of cinematic garbage captured on celluloid.  	0
avoid at any and all costs.  	0
at any rate this film stinks, its not funny, and fulci should have stayed with giallo and supernatural zombie movies.  	0
avoid this film at all costs.  	0
i don't know what happened in season five, what a mess.  	0
the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict.  	0
now this is a movie i really dislike.  	0
it's one of the most boring horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
the puppets look really cheesy , not in a good way like in the puppet master 80's flicks.  	0
the story is lame, not interesting and never really explains the sinister origins of the puppets.  	0
there aren't death scenes like in previous movies and the f/x are terrible.  	0
i felt asleep the first time i watched it, so i can recommend it for insomniacs.  	0
the fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
the best part about nurse betty"" is it's unpredictability.",1
this was one of the worst films i have ever seen.,0
"the script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated r or nc-17 movie.",0
the inside is really quite nice and very clean.,1
"buyer beware, you could flush money right down the toilet.",0
now we were chosen to be tortured with this disgusting piece of blatant american propaganda.,0
"overall, i don't think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too.",0
it was just not a fun experience.,1
the desserts were a bit strange.,0
the steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
"it isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.",0
the lead man is charisma-free.,0
"i saw it as a child on tv back in 1973, when it was ""the stranger"" and i loved it.",1
"i received my orders well within the shipping timeframe, everything was in good working order and overall, i am very excited to have this source.",1
"i was very uneasy with how bad this movie was, but not scared at all.",0
the scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.,1
"the range is very decent, i've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
i mean this in a terrible way.,0
the worst experience ever.,0
"you get incredibly fresh fish, prepared with care.",1
i didn't realize how wonderful the short really is until the last two scenes.,1
it is very comfortable on the ear.,1
would not go back.,0
"they have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
"it lasts less than 3o minutes, if i actually try to use the phone.my wife has the same phone with the same problem.",0
this is a really fantastic thai restaurant which is definitely worth a visit.,1
"it felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.",1
all i have to say is the food was amazing!!!,1
!i definitly recommend!!,1
"it's just adorable seeing mickey playing ""turkey in the straw"" in a highly imaginative (if occasionally cruel) way.",1
"simple, lightweight and great fit.",1
the mic is great.,1
"this was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.",0
not tasty and the texture was just nasty.,0
add betty white and jean smart and you have a great cast - everyone played their parts really well.,1
she ordered a toasted english muffin that came out untoasted.,0
the veggitarian platter is out of this world!,1
"hayao miyazaki's latest and eighth film for studio ghibili, ""gake no ue no ponyo"" (ponyo on the cliff by the sea) is a wonderfully fun and imaginative look at childhood.",1
"a mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that keira knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).",1
i'd advise anyone to go and see it.,1
poor quality and service.,0
"main thing i didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
"anyway, this fs restaurant has a wonderful breakfast/lunch.",1
"the food was very good and i enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
ps the only scene in the movie that was cool is when the central character finds her room blown up.,1
the battery life is highly unacceptable.,0
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.",1
"jimmy stewart is as ever a great hero for hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of hitchcock's black and white, low-budget original.",1
"bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
good quality.,1
also difficult to put on.i'd recommend avoiding this product.,0
"hawaiian breeze, mango magic, and pineapple delight are the smoothies that i've tried so far and they're all good.",1
i was looking for this headset for a long time and now that i've got it i couldn't be happier.,1
"it's as continuously beautiful to look at as a bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",1
the ear buds only play music in one ear.,0
my girlfriend's veal was very bad.,0
the food was terrible.,0
design flaw?.,0
but this movie really got to me.,1
this movie is also revealing.,1
it is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.,0
"i've had no trouble accessing the internet, downloading ringtones or performing any of the functions.",1
we definately enjoyed ourselves.,1
its a total package.,1
"after 20 minutes wait, i got a table.",0
"i really do recommend this place, you can go wrong with this donut place!",1
reasonably priced also!,1
it's so bad it's actually worth seeing just for that reason.,0
after two i felt disgusting.,0
"i searched the internet, and found this one to be the best value.",1
"an italian reviewer called this ""a small, great film,"" and that's right.",1
nice docking station for home or work.,1
the only thing that disappoint me is the infra red port (irda).,0
"all in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
this is just a great movie.,1
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.,0
i'm using it with an iriver spinn (with case) and it fits fine.,1
it was a good thing that the tickets only cost five dollars because i would be mad if i'd have paid $7.50 to see this crap.,0
i've had better atmosphere.,0
coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0
the staff are also very friendly and efficient.,1
good protection and does not make phone too bulky.,1
i had the mac salad and it was pretty bland so i will not be getting that again.,0
not too screamy not to masculine but just right.,1
def coming back to bowl next time,1
"even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.",0
the best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.,0
this product is very high quality chinese crap!!!!!!,0
beautiful styling though.,1
the characters were all funny and had the peculiarity of not having a true lead character.,1
i was able to do voice dialing in the car with no problem.,1
blue ant is easy to use.,1
adapter does not provide enough charging current.,0
everything about it is just bad.,0
"i really wanted the plantronics 510 to be the right one, but it has too many issues for me.the good",0
the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,0
"back to good bbq, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
"ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) yeah, still sucks.",0
waiter was a jerk.,0
i was mortified.,0
"i don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",0
the dialogue is composed of things that make little sense.,0
"it lacked flavor, seemed undercooked, and dry.",0
the phone gets extremely hot!,0
absolutely great.,1
waitress was good though!,1
that's how i'd describe this painfully dreary time-waster of a film.,0
& that movie was bad.,0
no one at the table thought the food was above average or worth the wait that we had for it.,0
i love this bluetooth!,1
"seriously flavorful delights, folks.",1
i was disgusted because i was pretty sure that was human hair.,0
"a must study for anyone interested in the ""worst sins"" of industrial design.",0
"then, as if i hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
the service was terrible though.,0
very good quality though,1
"this is a good battery, and it got here really fast.",1
but i definitely would not eat here again.,0
"i agree with jessica, this movie is pretty bad.",0
"bluetooth range is good - a few days ago i left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
it's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0
this greedy corporation will never see another dime from me!,0
"the biggest complaint i have is, the battery drains superfast.",0
"garbo, who showed right off the bat that her talents could carry over from the silent era (i wanted to see some of her silent work, but netflix doesn't seem to be stocking them.",1
lucy bell is so much higher than this crap and for her to sink this low is quite depressing.,0
"imdb ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.",0
spend your money elsewhere.,0
then a few days later the a puff of smoke came out of the phone while in use.,0
the service was extremely slow.,0
(the bathroom is just next door and very nice.),1
the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
"not only will it drain your player, but may also potentially fry it.",0
"it's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
the waitress was friendly and happy to accomodate for vegan/veggie options.,1
"i've only had my bluetooth for a few weeks, but i really like it.",1
"the descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well none of the rolls had sauces on them.",0
"it was so bad, i had lost the heart to finish it.",0
"my father has the v265, and the battery is dying.",0
"and i forgot: the casting here i superb, with trond fausa aurvåg being perfect in the role as the bothersome man, who doesn't understand where he is, what he is doing and why.",1
i will be back many times soon.,1
i'm happy about this purchase- good quality and low price.,1
we walked away stuffed and happy about our first vegas buffet experience.,1
i really like this product over the motorola because it is allot clearer on the ear piece and the mic.,1
the greek dressing was very creamy and flavorful.,1
we've tried to like this place but after 10+ times i think we're done with them.,0
we aren't ones to make a scene at restaurants but i just don't get it...definitely lost the love after this one!,0
defective crap.,0
"this case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
the staff was very attentive.,1
if someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
"in fact, this stinker smells like a direct-to-video release.",0
"being a 90's child, i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons.",1
the bartender was also nice.,1
it was a drive to get there.,0
and the accents are absolutely abysmal!,0
this is a disgrace.,0
"it quit working after i'd used it for about 18 months, so i just purchased another one because this is the best headset i've ever owned.",1
the buttons for on and off are bad.,0
"things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.",0
no buyers remorse on this one!.,0
there is not a deal good enough that would drag me into that establishment again.,0
the noise shield is incrediable.,1
the one down note is the ventilation could use some upgrading.,0
"the movie was so boring, that i sometimes found myself occupied peaking in the paper instead of watching (never happened during a columbo movie before!",0
"the movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.",1
that one didn't work either.,0
perfect for the ps3.,1
"the service was not up to par, either.",0
i tried talking real loud but shouting on the telephone gets old and i was still told it wasn't great.,0
there's a horrible tick sound in the background on all my calls that i have never experienced before.,0
almost all of the songs in cover girl are old-fashioned and not very tuneful.,0
"on the up side, their cafe serves really good food.",1
"the burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
from what my dinner companions told me...everything was very fresh with nice texture and taste.,1
seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
always a pleasure dealing with him.,1
oh and i forgot to also mention the weird color effect it has on your phone.,0
"emily watson's character is very strong, and she has only to give a quick glance and you understand everything.",1
the presentation of the food was awful.,0
what a great double cheeseburger!,1
"unfortunately, we must have hit the bakery on leftover day because everything we ordered was stale.",0
"to be honest with you, this is unbelievable nonsense and very foolish.",0
our server was very nice and attentive as were the other serving staff.,1
the steak and the shrimp are in my opinion the best entrees at gc.,1
a lady at the table next to us found a live green caterpillar in her salad.,0
we've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
"our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
"needless to say, we will never be back here again.",0
i didn't know pulled pork could be soooo delicious.,1
the service was outshining & i definitely recommend the halibut.,1
(it works!),1
"director neil labute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",1
"i have been in more than a few bars in vegas, and do not ever recall being charged for tap water.",0
this is one of the best bars with food in vegas.,1
"the acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. a must rent, view, or see.",1
"great food for the price, which is very high quality and house made.",1
"in conclusion, i will not bother with this movie because a volcano in los angeles is nothing but nonsense.",0
clever and a real crowd-pleaser--this film still ranks among mickey's best films even after 80 wonderful years.,1
i used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
so bad...well...it's just bad.,0
"went in for happy hour, great list of wines.",1
he came running after us when he realized my husband had left his sunglasses on the table.,1
i knew when i saw the film that more great things were to come from this gifted actor.,1
the case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
not good enough for the price.,0
the art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.,1
waited and waited and waited.,0
pretty good beer selection too.,1
"there is really nothing for me at postinos, hope your experience is better",0
"still, i do like this movie for it's empowerment of women; there's not enough movies out there like this one.",1
the phone takes forever to charge like 2 to 5 hours literally.,0
"the acting, as you'd expect from this cast, is top notch.",1
the problem i have is that they charge $11.99 for a sandwich that is no bigger than a subway sub (which offers better and more amount of vegetables).,0
"provides good protection and looks classy, too.",1
"it works fine on my motorola 325 cellphone, and a lot better than the worn-out battery did.",1
don't make the same mistake that i did and please don't buy this phone.,0
"using all earpieces, left or right, this thing will not stay on my ear.",0
cant say enough good things about this place.,1
"the fries were not hot, and neither was my burger.",0
"sadly, gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas.",0
this is a great phone!.,1
"this item worked great, but it broke after 6 months of use.",0
"muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
it's still wild stuff though and is highly recommended to fans of giallo cinema.,1
items stated as included from the description are not included.,0
i was very impressed with the price of the cases.,1
boy was that sucker dry!!.,0
i'd like to return it.,0
bland and flavorless is a good way of describing the barely tepid meat.,0
"when i placed my treo into the case, not only was it not snug, but there was a lot of extra room on the sides.",0
bad choice.,0
excellent bluetooth headset.,1
"i could not understand, what kind of idiot would produce this mess in the first place not to mention several season.",0
i as well would've given godfathers zero stars if possible.,0
a world better than 95% of the garbage in the theatres today.,1
i had absolutely no problem with this headset linking to my 8530 blackberry curve!,1
"i love the owner/chef, his one authentic japanese cool dude!",1
"for that, it's worth checking out.",1
i got the aluminum case for my new palm vx and it worked really well--it has protected my handheld perfectly so far.,1
